state,election_year,jurisdiction_name,source_id,source_level,row_method,dem_votes,rep_votes,other_votes,total_votes,source_url
SC,2020,Marion County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,8872,5711,121,14704,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Marlboro County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,6290,5044,112,11446,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,McCormick County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,2687,2958,52,5697,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Newberry County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,6958,11443,230,18631,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Oconee County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,10414,29698,556,40668,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Orangeburg County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,27295,13603,307,41205,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Pickens County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,13645,42907,994,57546,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Richland County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,132570,58313,2939,193822,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Saluda County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,2963,6210,101,9274,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Spartanburg County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,52926,93560,2169,148655,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Sumter County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,27379,21000,541,48920,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Union County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,4935,8183,139,13257,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Williamsburg County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,10289,5532,164,15985,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,York County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,59008,82727,2315,144050,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
