Contest ID,Contest Title,Contest Seq Nbr,Contest Type,Contest Party,Absentee Mail Blank Votes,Absentee Walk-in Blank Votes,Election Blank Votes,Absentee Mail Over Votes,Absentee Walk-in Over Votes,Election Over Votes,Registered Voters,Total Precincts,Counted Precincts,Candidate ID,Candidate Name,Candidate Seq Nbr,Candidate Party,Absentee Mail Votes,Absentee Walk-in Votes,Election Votes,Total Votes
73,"Councilmember (South Maui)",81,"OF",,3313,882,7172,16,0,15,705668,34,34,180,"KAY, Alana",2,"",2780,914,6718,10412
74,"Councilmember (Makawao-Haiku-Paia)",82,"OF",,5417,1521,12089,0,0,0,705668,34,34,181,"WHITE, Mike",1,"",8528,2568,18765,29861
75,"Councilmember (Upcountry)",83,"OF",,2923,919,7944,10,1,12,705668,34,34,182,"BAISA, Gladys Coelho",1,"",8507,2428,17100,28035
75,"Councilmember (Upcountry)",83,"OF",,2923,919,7944,10,1,12,705668,34,34,183,"POHLE, Richard H.",2,"",2505,741,5798,9044
76,"Councilmember (Lanai)",84,"OF",,5687,1693,12880,0,0,0,705668,34,34,184,"HOKAMA, Riki",1,"",8258,2396,17974,28628
77,"Councilmember (Molokai)",85,"OF",,5170,1283,11004,6,0,12,705668,34,34,185,"CRIVELLO, Stacy Helm",1,"",5500,1867,12912,20279
77,"Councilmember (Molokai)",85,"OF",,5170,1283,11004,6,0,12,705668,34,34,186,"PETERS, Wilson (Manuwai)",2,"",3269,939,6926,11134
78,"Prosecuting Attorney, County of Kauai",87,"OF",,530,185,1090,1,2,5,705668,16,16,188,"KOLLAR, Justin F.",2,"",4943,2414,6933,14290
78,"Prosecuting Attorney, County of Kauai",87,"OF",,530,185,1090,1,2,5,705668,16,16,187,"ISERI-CARVALHO, Shaylene",1,"",3127,1284,5103,9514
79,"Councilmember, County of Kauai",88,"OF",,21710,9697,32688,10,1,6,705668,16,16,195,"NAKAMURA, Nadine K.",7,"",5207,2260,6861,14328
79,"Councilmember, County of Kauai",88,"OF",,21710,9697,32688,10,1,6,705668,16,16,197,"YUKIMURA, JoAnn A.",9,"",4548,2141,7611,14300
79,"Councilmember, County of Kauai",88,"OF",,21710,9697,32688,10,1,6,705668,16,16,191,"FURFARO, Jay",3,"",4530,2011,6578,13119
79,"Councilmember, County of Kauai",88,"OF",,21710,9697,32688,10,1,6,705668,16,16,196,"RAPOZO, Mel",8,"",4494,1931,6327,12752
79,"Councilmember, County of Kauai",88,"OF",,21710,9697,32688,10,1,6,705668,16,16,193,"KAGAWA, Ross K.",5,"",4774,1913,5933,12620
79,"Councilmember, County of Kauai",88,"OF",,21710,9697,32688,10,1,6,705668,16,16,192,"HOOSER, Gary L.",4,"",3804,1879,6898,12581
79,"Councilmember, County of Kauai",88,"OF",,21710,9697,32688,10,1,6,705668,16,16,189,"BYNUM, Tim",1,"",3726,1875,6846,12447
79,"Councilmember, County of Kauai",88,"OF",,21710,9697,32688,10,1,6,705668,16,16,194,"KUALI'I, KipuKai L.P.",6,"",3995,1780,6166,11941
79,"Councilmember, County of Kauai",88,"OF",,21710,9697,32688,10,1,6,705668,16,16,190,"CHANG, Dickie (Walaau)",2,"",3349,1701,5967,11017
80,"CON AMEND: Relating to Dams and Reservoirs   ",90,"MS",,19103,3542,25350,53,16,129,705668,250,250,198,"YES",1,"",67372,21735,123376,212483
80,"CON AMEND: Relating to Dams and Reservoirs   ",90,"MS",,19103,3542,25350,53,16,129,705668,250,250,199,"NO",2,"",71790,16465,87752,176007
81,"CON AMEND: Relating to Retired Judges   ",91,"MS",,17154,3293,25090,32,14,116,705668,250,250,200,"YES",1,"",78945,22465,115324,216734
81,"CON AMEND: Relating to Retired Judges   ",91,"MS",,17154,3293,25090,32,14,116,705668,250,250,201,"NO",2,"",62187,15986,96077,174250
82,"1. HAWAI'I: Records and Meetings Open to the Public   ",93,"MS",,2915,1025,4406,4,9,23,705668,43,43,202,"YES",1,"",13822,5981,19813,39616
82,"1. HAWAI'I: Records and Meetings Open to the Public   ",93,"MS",,2915,1025,4406,4,9,23,705668,43,43,203,"NO",2,"",5483,2487,7844,15814
83,"2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ",94,"MS",,2793,903,3933,10,5,24,705668,43,43,204,"YES",1,"",11528,5288,18263,35079
83,"2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ",94,"MS",,2793,903,3933,10,5,24,705668,43,43,205,"NO",2,"",7893,3306,9866,21065
84,"3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ",95,"MS",,2864,1022,4055,7,7,13,705668,43,43,206,"YES",1,"",11570,5420,19082,36072
84,"3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ",95,"MS",,2864,1022,4055,7,7,13,705668,43,43,207,"NO",2,"",7783,3053,8936,19772
85,"4. HAWAI'I: Establishing Special Funds   ",96,"MS",,2682,883,3821,6,5,28,705668,43,43,208,"YES",1,"",5057,2509,7486,15052
85,"4. HAWAI'I: Establishing Special Funds   ",96,"MS",,2682,883,3821,6,5,28,705668,43,43,209,"NO",2,"",14479,6105,20751,41335
86,"5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ",97,"MS",,3140,1173,5242,13,4,26,705668,43,43,210,"YES",1,"",14827,6159,19077,40063
86,"5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ",97,"MS",,3140,1173,5242,13,4,26,705668,43,43,211,"NO",2,"",4244,2166,7741,14151
87,"6. HAWAI'I: Establishing a Game Management Advisory Commission   ",98,"MS",,2467,806,3365,11,1,26,705668,43,43,212,"YES",1,"",12004,5822,19554,37380
87,"6. HAWAI'I: Establishing a Game Management Advisory Commission   ",98,"MS",,2467,806,3365,11,1,26,705668,43,43,213,"NO",2,"",7742,2873,9141,19756
88,"HONOLULU: Relating to Grants in Aid   ",100,"MS",,12802,1678,15190,24,6,68,705668,156,156,214,"YES",1,"",50342,12406,84626,147374
88,"HONOLULU: Relating to Grants in Aid   ",100,"MS",,12802,1678,15190,24,6,68,705668,156,156,215,"NO",2,"",50353,10192,60652,121197
89,"HONOLULU: Relating to the Creation of Funds   ",101,"MS",,13358,1887,16461,31,4,65,705668,156,156,216,"YES",1,"",58586,13233,86624,158443
89,"HONOLULU: Relating to the Creation of Funds   ",101,"MS",,13358,1887,16461,31,4,65,705668,156,156,217,"NO",2,"",41546,9158,57386,108090
90,"MAUI: Commission: Council Terms",103,"MS",,1412,346,3804,20,1,22,705668,34,34,218,"YES",1,"",4130,1523,10352,16005
90,"MAUI: Commission: Council Terms",103,"MS",,1412,346,3804,20,1,22,705668,34,34,219,"NO",2,"",8383,2219,16676,27278
91,"MAUI: Commission: Ocean Rescue and Safety",104,"MS",,1722,401,3834,16,1,21,705668,34,34,220,"YES",1,"",9041,2815,20668,32524
91,"MAUI: Commission: Ocean Rescue and Safety",104,"MS",,1722,401,3834,16,1,21,705668,34,34,221,"NO",2,"",3166,872,6331,10369
92,"MAUI: Commission: County Auditor",105,"MS",,2278,564,5477,10,0,17,705668,34,34,222,"YES",1,"",7169,2315,17091,26575
92,"MAUI: Commission: County Auditor",105,"MS",,2278,564,5477,10,0,17,705668,34,34,223,"NO",2,"",4488,1210,8269,13967
93,"MAUI: Commission: Interactive Communication",106,"MS",,2226,525,5271,14,0,12,705668,34,34,224,"YES",1,"",9549,2939,21493,33981
93,"MAUI: Commission: Interactive Communication",106,"MS",,2226,525,5271,14,0,12,705668,34,34,225,"NO",2,"",2156,625,4078,6859
94,"MAUI: Commission: Charter Revision Publication",107,"MS",,2434,615,6002,7,0,11,705668,34,34,226,"YES",1,"",9011,2782,19902,31695
94,"MAUI: Commission: Charter Revision Publication",107,"MS",,2434,615,6002,7,0,11,705668,34,34,227,"NO",2,"",2493,692,4939,8124
95,"MAUI: Commission: Council Residency Requirement",108,"MS",,1422,376,3958,29,1,17,705668,34,34,228,"YES",1,"",11224,3206,22878,37308
95,"MAUI: Commission: Council Residency Requirement",108,"MS",,1422,376,3958,29,1,17,705668,34,34,229,"NO",2,"",1270,506,4001,5777
96,"MAUI: Commission: Mayor Residency Requirement",109,"MS",,1219,310,3337,11,1,6,705668,34,34,230,"YES",1,"",11694,3414,24180,39288
96,"MAUI: Commission: Mayor Residency Requirement",109,"MS",,1219,310,3337,11,1,6,705668,34,34,231,"NO",2,"",1021,364,3331,4716
97,"MAUI: Commission: Environmental Management",110,"MS",,2228,471,4637,8,0,15,705668,34,34,232,"YES",1,"",8828,2776,20788,32392
97,"MAUI: Commission: Environmental Management",110,"MS",,2228,471,4637,8,0,15,705668,34,34,233,"NO",2,"",2881,842,5414,9137
98,"MAUI: Commission: Annual Evaluation",111,"MS",,2291,552,5471,11,0,7,705668,34,34,234,"YES",1,"",9581,2902,20801,33284
98,"MAUI: Commission: Annual Evaluation",111,"MS",,2291,552,5471,11,0,7,705668,34,34,235,"NO",2,"",2062,635,4575,7272
99,"MAUI: Commission: Preamble",112,"MS",,2266,523,5088,10,1,22,705668,34,34,236,"YES",1,"",8288,2579,19532,30399
99,"MAUI: Commission: Preamble",112,"MS",,2266,523,5088,10,1,22,705668,34,34,237,"NO",2,"",3381,986,6212,10579
100,"MAUI: Council: Unexpired Term",114,"MS",,1851,453,4575,21,1,28,705668,34,34,238,"YES",1,"",8006,2481,17998,28485
100,"MAUI: Council: Unexpired Term",114,"MS",,1851,453,4575,21,1,28,705668,34,34,239,"NO",2,"",4067,1154,8253,13474
101,"KAUAI: RELATING TO MAYOR?S SALARY   ",116,"MS",,979,388,1977,1,4,11,705668,16,16,240,"YES",1,"",6024,2686,8977,17687
101,"KAUAI: RELATING TO MAYOR?S SALARY   ",116,"MS",,979,388,1977,1,4,11,705668,16,16,241,"NO",2,"",1597,807,2166,4570
102,"KAUAI: RELATING TO TERMS FOR BOARD OR COMMISSION MEMBERS   ",117,"MS",,982,393,2069,4,8,24,705668,16,16,242,"YES",1,"",3206,1413,4274,8893
102,"KAUAI: RELATING TO TERMS FOR BOARD OR COMMISSION MEMBERS   ",117,"MS",,982,393,2069,4,8,24,705668,16,16,243,"NO",2,"",4409,2071,6764,13244
103,"KAUAI: RELATING TO ELECTIONS   ",118,"MS",,974,391,1991,4,4,8,705668,16,16,244,"YES",1,"",5723,2528,8150,16401
103,"KAUAI: RELATING TO ELECTIONS   ",118,"MS",,974,391,1991,4,4,8,705668,16,16,245,"NO",2,"",1900,962,2982,5844
104,"KAUAI: RELATING TO INITIATIVE OR REFERENDUM PETITIONS   ",119,"MS",,1465,742,3131,0,2,6,705668,16,16,246,"YES",1,"",5727,2431,7305,15463
104,"KAUAI: RELATING TO INITIATIVE OR REFERENDUM PETITIONS   ",119,"MS",,1465,742,3131,0,2,6,705668,16,16,247,"NO",2,"",1409,710,2689,4808
105,"KAUAI: RELATING TO CHARTER AMENDMENT PETITIONS   ",120,"MS",,1497,735,3062,2,4,5,705668,16,16,248,"YES",1,"",5830,2484,7704,16018
105,"KAUAI: RELATING TO CHARTER AMENDMENT PETITIONS   ",120,"MS",,1497,735,3062,2,4,5,705668,16,16,249,"NO",2,"",1272,662,2360,4294
106,"KAUAI: RELATING TO SALARY COMMISSION   ",121,"MS",,1170,490,2310,7,4,3,705668,16,16,250,"YES",1,"",6245,2840,8840,17925
106,"KAUAI: RELATING TO SALARY COMMISSION   ",121,"MS",,1170,490,2310,7,4,3,705668,16,16,251,"NO",2,"",1179,551,1978,3708
107,"KAUAI: RELATING TO COUNTY COUNCIL SALARIES   ",122,"MS",,1127,485,2313,5,6,33,705668,16,16,252,"YES",1,"",2625,1209,4060,7894
107,"KAUAI: RELATING TO COUNTY COUNCIL SALARIES   ",122,"MS",,1127,485,2313,5,6,33,705668,16,16,253,"NO",2,"",4844,2185,6725,13754
108,"KAUAI: RELATING TO COUNTY BUDGET   ",123,"MS",,1218,507,2334,3,6,33,705668,16,16,254,"YES",1,"",3362,1663,5553,10578
108,"KAUAI: RELATING TO COUNTY BUDGET   ",123,"MS",,1218,507,2334,3,6,33,705668,16,16,255,"NO",2,"",4018,1709,5211,10938
