state,election_year,county,local_unit,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,comparison_total,source_url
TN,2024,Sullivan County,9A,830,3087,32,3949,787,3032,73,3892,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sullivan County,9B,503,1207,17,1727,452,1242,26,1720,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,1-1 Westmoreland,497,2866,32,3395,502,2738,60,3300,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,10-1 Vol State,1405,4013,69,5487,1331,3964,98,5393,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,11-1 Station Camp MS,1404,3115,48,4567,1357,3058,89,4504,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,12-1 Howard,856,1470,15,2341,843,1412,41,2296,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,12-2 Station Camp HS,841,2028,30,2899,811,1978,68,2857,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,13-1 Union,1393,2023,61,3477,1293,1982,75,3350,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,14-1 Beech,473,1766,23,2262,459,1709,37,2205,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,14-2 Birdwell,440,1915,28,2383,443,1843,37,2323,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,15-1 White House,1002,3460,45,4507,1027,3305,99,4431,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,16-1 Millersville,1210,2257,47,3514,1173,2165,74,3412,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,17-1 Goodlettsville,1442,2624,52,4118,1425,2560,81,4066,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,18-1 Merrol Hyde,1077,1873,40,2990,1053,1761,94,2908,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,19-1 Brown,1324,1918,47,3289,1287,1818,82,3187,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,2-1 Corinth,631,2598,33,3262,631,2441,89,3161,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,20-1 Hawkins,1372,2676,47,4095,1331,2587,90,4008,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,21-1 Indian Lake,1534,3468,63,5065,1456,3490,74,5020,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,22-1 Jack Anderson,1475,2596,49,4120,1417,2544,78,4039,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,23-1 Whitten,651,1288,24,1963,631,1221,54,1906,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,23-2 Hendersonville,630,1293,28,1951,609,1272,38,1919,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,24-1 Long Hollow,1726,4157,72,5955,1701,4071,87,5859,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,3-1 Portland,686,2281,38,3005,702,2121,83,2906,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,4-1 Oakmont,381,2029,16,2426,393,1910,52,2355,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,4-2 Cottontown,514,1689,24,2227,504,1623,38,2165,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,5-1 Bethpage,253,1334,9,1596,243,1287,24,1554,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,5-2 Highland,343,1597,19,1959,346,1501,45,1892,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,6-1 Creekside,943,3542,43,4528,910,3397,104,4411,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,7-1 Civic Center,1017,2353,37,3407,994,2276,72,3342,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,8-1 Guild,931,1365,29,2325,888,1283,62,2233,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Sumner County,9-1 Gallatin HS,1423,3173,52,4648,1359,3096,115,4570,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Tipton County,1-1 NE Covington,880,1145,23,2048,787,1122,49,1958,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Tipton County,2-3 SE Covington,787,1858,28,2673,723,1784,66,2573,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Tipton County,3-6 Tipton West,274,2600,16,2890,306,2468,46,2820,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Tipton County,4-11 Atoka,976,2878,43,3897,912,2841,67,3820,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Tipton County,5-12 Munford,617,2709,29,3355,583,2621,67,3271,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Tipton County,6-14 SW Tipton,458,2363,27,2848,448,2272,56,2776,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Tipton County,7-19 Austin Peay,860,2457,25,3342,790,2404,70,3264,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Tipton County,8-21 Wilkinsville,760,2081,34,2875,742,2003,61,2806,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Tipton County,9-22 Brighton,566,2212,27,2805,548,2110,57,2715,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Trousdale County,01 Senior Center,90,253,1,344,90,219,13,322,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Trousdale County,02 Cato,59,379,4,442,62,336,14,412,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Trousdale County,03 Beech Grove,62,401,2,465,65,360,10,435,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Trousdale County,04 Halltown,110,300,3,413,94,275,10,379,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Trousdale County,05 Templow,79,445,6,530,72,425,7,504,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Trousdale County,06 Rocky Creek,78,407,3,488,80,379,10,469,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Trousdale County,07 High School,92,174,6,272,90,151,8,249,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Trousdale County,08 Willard,101,286,2,389,93,279,4,376,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Trousdale County,09 City,76,266,4,346,86,240,6,332,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Trousdale County,10 Providence,109,448,5,562,110,415,7,532,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Unicoi County,Fishery,87,463,2,552,75,458,8,541,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Unicoi County,Flag Pond,92,449,2,543,79,444,10,533,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Unicoi County,High School,312,943,14,1269,280,924,31,1235,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Unicoi County,Limestone Cove,136,584,13,733,124,576,17,717,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Unicoi County,Love Chapel,255,1094,22,1371,230,1082,27,1339,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Unicoi County,Rock Creek,246,1261,13,1520,219,1224,26,1469,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Unicoi County,Temple Hill,88,563,3,654,78,549,8,635,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Unicoi County,Unicoi,362,1519,18,1899,318,1497,29,1844,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Union County,1-1 HMMS,204,1354,13,1571,233,1234,34,1501,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Union County,2-1 Luttrell,113,817,7,937,117,772,14,903,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Union County,3-1 Cedar Grove,96,564,4,664,112,523,6,641,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Union County,3-2 Brock,75,479,1,555,79,431,14,524,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Union County,4-1 Big Ridge,170,996,13,1179,186,931,8,1125,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Union County,5-1 Sharps Chapel,182,1088,12,1282,185,1022,16,1223,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Union County,5-2 Braden Chapel,13,87,0,100,15,81,1,97,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Union County,6-1 Paulette,211,1165,10,1386,223,1075,25,1323,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Union County,7-1 Plainview,152,834,9,995,165,765,12,942,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Van Buren County,Cedar Grove,82,315,5,402,81,298,8,387,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Van Buren County,Cummingsville,57,320,3,380,60,299,5,364,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Van Buren County,Fall Creek Falls,82,534,4,620,89,503,11,603,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Van Buren County,Piney,105,473,5,583,109,442,14,565,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Van Buren County,Spencer 1,86,514,2,602,87,462,23,572,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Van Buren County,Spencer 5,64,426,1,491,64,393,14,471,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Van Buren County,White Hill,48,136,3,187,42,136,4,182,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,1-1 Christ Community Chur,415,827,14,1256,399,766,30,1195,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,10-1 Centertown UMC,174,667,5,846,171,613,23,807,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,10-2 Centertown CIC,123,599,4,726,133,546,16,695,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,11-1 Midway,73,360,5,438,77,335,8,420,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,11-2 Hwy 56 North,179,873,9,1061,172,810,21,1003,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,12-1 Highway Dept,113,514,9,636,126,473,18,617,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,12-2 Lucky,132,531,7,670,146,496,13,655,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,2-1 Courthouse,224,658,13,895,229,631,18,878,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,2-2 Airport,142,654,8,804,144,604,21,769,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,3-1 Westwood,131,496,7,634,136,461,12,609,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,3-2 Smartt,190,778,8,976,189,724,20,933,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,4-1 TSU,272,799,9,1080,269,746,24,1039,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,5-1 Mall,192,541,9,742,188,494,16,698,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,5-2 Chamber,96,234,3,333,87,219,13,319,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,6-1 Redemption Center,262,753,7,1022,268,682,27,977,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,7-1 Friendship,307,1223,16,1546,295,1145,42,1482,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,8-1 Shellsford,225,1002,16,1243,217,937,30,1184,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,8-3 Bonner,86,397,3,486,86,363,13,462,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,9-1 Morrison,242,957,19,1218,249,922,21,1192,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Warren County,9-2 Viola,69,329,5,403,67,320,8,395,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,01 Fall Branch,401,2236,28,2665,372,2206,48,2626,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,02 Grandview,373,1854,19,2246,332,1841,39,2212,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,03 West View,624,3269,23,3916,568,3204,64,3836,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,04 Visitor's Center,1073,2312,35,3420,968,2329,57,3354,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,05 Jonesborough County,388,1374,15,1777,350,1369,29,1748,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,06 Lamar,691,3402,43,4136,636,3354,72,4062,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,07 Gray West,461,1830,25,2316,418,1828,37,2283,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,08 Gray East,645,2100,29,2774,593,2076,44,2713,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,09 Lakeridge City,667,1479,36,2182,647,1469,41,2157,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,10 Lakeridge County,564,1686,31,2281,515,1672,47,2234,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,11 Town Acres,894,1396,34,2324,843,1419,42,2304,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,12 Freedom Hall,1008,1634,56,2698,919,1657,63,2639,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,13 Indian Trail North,985,1773,40,2798,906,1809,49,2764,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,14 Indian Trail South,546,829,22,1397,514,834,23,1371,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,15 Carver,1578,1457,48,3083,1494,1454,76,3024,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,16 Keystone,1118,1807,42,2967,1028,1777,100,2905,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,17 South Side,1208,585,44,1837,1168,584,50,1802,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,18 Cherokee,1281,1848,54,3183,1223,1823,80,3126,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,19 Henry Johnson,1334,1982,58,3374,1295,1958,64,3317,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,20 Woodland,757,1600,41,2398,681,1622,53,2356,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,21 Asbury School,355,1271,24,1650,332,1269,31,1632,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,22 Boones Creek,499,1492,21,2012,447,1535,38,2020,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Washington County,23 Sulphur Springs,681,3083,36,3800,623,3071,58,3752,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,1-1 Waynesboro,143,895,10,1048,140,847,24,1011,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,2-1 Clifton,44,181,4,229,48,172,2,222,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,3-1 Beech Creek,39,300,1,340,39,283,5,327,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,3-2 Crazy Horse,42,442,6,490,40,415,11,466,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,3-3 Eagle Creek,29,257,3,289,29,246,4,279,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,4-1 Collinwood,82,569,2,653,79,529,17,625,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,4-2 Shawnettee,38,330,1,369,33,314,8,355,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,5-1 Big Cypress,63,432,3,498,63,409,5,477,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,5-2 Lutts,32,322,4,358,34,306,3,343,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,5-3 Woodmen,25,213,2,240,23,209,5,237,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,6-1 Holly Creek,31,333,2,366,35,309,5,349,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,6-2 South Gate,77,754,6,837,77,724,7,808,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,7-1 Buffalo River,68,375,4,447,63,350,13,426,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Wayne County,7-2 Ovilla,49,613,5,667,52,577,11,640,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Weakley County,Precinct 1,199,1429,15,1643,192,1385,26,1603,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Weakley County,Precinct 2,188,1366,11,1565,180,1338,18,1536,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
