state,election_year,county,local_unit,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,comparison_total,source_url
TN,2024,Carter County,National Guard,50,261,4,315,40,265,6,311,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Carter County,Range,63,406,4,473,58,395,7,460,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Carter County,Roan Mountain,181,1595,12,1788,172,1540,34,1746,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Carter County,Siam,100,532,5,637,83,526,10,619,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Carter County,Tiger Valley,179,1250,5,1434,180,1207,14,1401,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Carter County,Unaka,123,856,12,991,112,835,16,963,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Carter County,Valley Forge,239,1245,14,1498,223,1201,37,1461,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Carter County,Watauga,47,222,4,273,48,216,4,268,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Carter County,Westside,380,1383,13,1776,348,1367,32,1747,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cheatham County,1-1 Sycamore Square,840,1879,54,2773,855,1789,81,2725,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cheatham County,2-1 East Cheatham,757,2692,38,3487,784,2596,63,3443,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cheatham County,3-1 Pleasant View,853,2875,49,3777,864,2790,75,3729,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cheatham County,4-1 West Cheatham,376,1599,24,1999,403,1541,36,1980,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cheatham County,4-3 Sycamore,296,1172,14,1482,304,1108,38,1450,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cheatham County,5-1 AC Church of Christ,324,776,16,1116,317,767,17,1101,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cheatham County,5-2 Pegram,732,1533,39,2304,757,1508,30,2295,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cheatham County,6-1 Harpeth,1286,2461,56,3803,1279,2419,74,3772,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Chester County,1-2 Enville,75,477,2,554,71,462,14,547,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Chester County,1-5 Sweetlips,77,439,7,523,63,438,8,509,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Chester County,1-6 Harmony,64,261,2,327,59,257,2,318,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Chester County,2-1 Beech Springs,67,429,3,499,60,424,7,491,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Chester County,2-2 Friendship,124,748,5,877,100,752,9,861,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Chester County,3-2 Montezuma,135,906,13,1054,115,896,18,1029,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Chester County,3-6 Deanburg,35,369,5,409,31,365,8,404,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Chester County,4-1 Trinity,253,1190,16,1459,223,1184,40,1447,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Chester County,5-1 Christ Community,284,926,17,1227,256,918,20,1194,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Chester County,6-1 City Hall,172,461,15,648,157,473,15,645,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,1-1 Tazewell,312,1574,15,1901,318,1497,33,1848,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,2-1 Clouds,118,974,13,1105,136,929,13,1078,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,2-2 Goin,76,511,3,590,84,490,8,582,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,2-3 Sandlick,103,541,1,645,120,510,6,636,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,3-1 Lone Mountain,71,357,1,429,71,338,4,413,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,3-2 New Tazewell,249,1182,10,1441,268,1116,24,1408,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,4-2 Howard's Quarter,17,205,2,224,21,194,2,217,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,4-3 Liberty,35,160,2,197,40,149,4,193,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,4-4 Springdale,121,947,7,1075,146,887,16,1049,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,5-1 Big Spring Union,76,633,6,715,85,598,11,694,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,6-1 Harrogate,261,1357,16,1634,272,1297,27,1596,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,7-1 Arthur,273,1461,16,1750,282,1399,26,1707,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,7-2 Cumberland Gap,40,102,1,143,42,96,3,141,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,8-1 Rogers Mill,76,609,3,688,84,583,7,674,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,8-2 Vanbebber Springs,96,644,3,743,100,615,6,721,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Claiborne County,9-1 Clairfield,47,206,1,254,49,187,3,239,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Clay County,1 Dentons Cross Road,71,670,6,747,76,617,9,702,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Clay County,2 Hermitage Springs,79,557,2,638,83,502,9,594,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Clay County,3 Celina,165,436,6,607,138,413,7,558,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Clay County,4-1 Maple Grove,46,239,4,289,42,235,3,280,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Clay County,4-2 Butlers Landing,116,553,5,674,117,519,11,647,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Clay County,5-1 Beech Bethany,71,334,4,409,73,309,11,393,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Clay County,5-2 Pea Ridge,66,328,2,396,64,305,8,377,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Armory,84,467,10,561,87,439,15,541,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Bridgeport,110,626,3,739,107,592,15,714,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Centerview,149,1165,12,1326,175,1097,19,1291,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Central,167,546,7,720,165,511,18,694,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Cocke County High,64,334,5,403,60,330,8,398,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Cosby,217,1275,16,1508,227,1223,23,1473,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Del Rio,121,705,9,835,125,670,9,804,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Edgemont,144,913,15,1072,166,846,25,1037,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Edwina,156,1152,8,1316,160,1109,12,1281,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Forest Hill,106,610,8,724,101,592,16,709,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Grassy Fork,77,436,7,520,70,422,12,504,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Long Creek,80,522,4,606,85,490,16,591,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Newport Grammar,225,921,8,1154,224,888,24,1136,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Northport,163,673,4,840,149,638,25,812,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Parrottsville,140,1120,9,1269,148,1065,19,1232,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Rankin,84,348,5,437,81,330,11,422,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,Smoky Mountain,178,708,6,892,177,679,15,871,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cocke County,West End,150,584,7,741,149,550,14,713,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,1-1 First Baptist,494,1414,34,1942,500,1352,49,1901,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,2-1 Trinity Baptist,696,1940,39,2675,682,1844,88,2614,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,3-1 Rescue Squad,346,1591,32,1969,362,1537,40,1939,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,3-2 Lakewood,182,909,13,1104,185,870,35,1090,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,4-1 New Union,272,1463,18,1753,282,1413,30,1725,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,4-2 Forest Mill,199,1095,26,1320,200,1035,44,1279,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,5-1 Hickerson,307,1538,27,1872,324,1489,38,1851,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,5-2 Blanton's Chapel,267,1342,13,1622,278,1299,35,1612,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,6-1 Conference,245,1242,17,1504,238,1196,31,1465,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,6-2 Hillsboro,226,1184,10,1420,221,1146,23,1390,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,7-1 CD Stamps Center,331,723,9,1063,311,707,25,1043,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,7-2 Wesley Heights,239,554,11,804,239,518,22,779,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,8-1 Lion's Club,290,820,18,1128,285,804,24,1113,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,8-2 Grace Baptist,529,1382,22,1933,513,1348,40,1901,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,9-1 D.W. Wilson CC,423,976,11,1410,424,924,36,1384,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,9-2 Cedar Lane,380,956,18,1354,372,937,28,1337,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Coffee County,9-4 Cedar Lane,14,45,0,59,12,44,2,58,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Crockett County,01,64,445,2,511,59,431,5,495,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Crockett County,02,81,440,3,524,76,426,6,508,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Crockett County,03,65,437,4,506,69,408,9,486,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Crockett County,04,67,469,4,540,66,446,7,519,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Crockett County,05,211,211,3,425,201,205,6,412,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Crockett County,06,99,468,4,571,93,458,10,561,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Crockett County,07,104,261,3,368,89,254,9,352,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Crockett County,08,69,391,3,463,64,378,5,447,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Crockett County,09,126,341,7,474,116,330,9,455,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Crockett County,10,131,210,5,346,120,213,3,336,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Crockett County,11,77,489,4,570,75,473,9,557,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Crockett County,12,102,512,9,623,96,508,6,610,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,1 Cornerstone,597,2447,33,3077,599,2331,69,2999,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,2 Complex 2,494,1869,23,2386,499,1745,48,2292,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,3 Big Lick,151,762,9,922,158,727,18,903,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,3 Dorton,103,551,4,658,105,531,8,644,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,3 Homestead,256,1175,9,1440,248,1129,21,1398,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,3 Linary,182,886,11,1079,194,845,12,1051,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,4 Bakers,123,752,3,878,117,714,9,840,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,4 Oak Hill,334,1430,15,1779,338,1352,42,1732,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,4 Tabor,156,917,5,1078,158,869,5,1032,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,5 Lantana,161,546,10,717,154,530,16,700,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,5 Tansi,537,1754,17,2308,498,1703,38,2239,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,5 Vandever,124,950,9,1083,118,904,23,1045,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,6 Chestnut Hill,494,1366,9,1869,456,1343,27,1826,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,6 Crab Orchard,198,831,8,1037,197,800,15,1012,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,6 Grassy Cove,74,385,1,460,71,371,9,451,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,6 Ozone-Pineview,110,716,3,829,130,654,17,801,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,7 Mayland,245,1295,6,1546,237,1256,18,1511,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,7 Rinnie,68,523,5,596,60,502,10,572,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,7 Woody,182,1148,12,1342,181,1088,24,1293,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,8 Midway,56,463,1,520,59,438,2,499,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,8 Pleasant Hill,255,896,11,1162,242,851,24,1117,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,8 Pomona,329,1642,10,1981,325,1577,33,1935,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,9 Fairfield North,997,2537,23,3557,898,2584,26,3508,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Cumberland County,9 Fairfield South,770,1558,10,2338,709,1583,26,2318,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,01-1,810,1486,34,2330,802,1450,44,2296,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,01-2,254,378,12,644,262,361,10,633,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,01-3,573,273,15,861,560,262,19,841,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,01-4,1000,195,21,1216,966,190,27,1183,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,01-5,1082,115,27,1224,1023,123,25,1171,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,01-6,312,42,7,361,297,41,9,347,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,01-7,2646,270,51,2967,2549,292,56,2897,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,02-1,570,81,8,659,542,85,17,644,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,02-2,1017,107,24,1148,959,124,24,1107,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,02-3,508,136,11,655,486,133,21,640,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,02-4,1460,441,32,1933,1425,434,47,1906,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,02-5,2494,273,51,2818,2370,302,61,2733,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
TN,2024,Davidson County,03-1,0,14,0,14,0,14,0,14,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyPrecinct.pdf
