"Precinct","Tally Type","Registration","Turnout","Total Votes","Harris, Kamala D.","Oliver, Chase","Skousen, Joel","Trump, Donald J.","None of These Candidates"
"2021","Mail",3610,861,853,"612","5","1","221","14"
"2023","Totals",1540,887,885,"516","9","1","355","4"
"2023","Election Day",1540,203,203,"110","5","0","87","1"
"2023","Early Vote",1540,336,336,"168","1","1","165","1"
"2023","Mail",1540,348,346,"238","3","0","103","2"
"2025","Totals",2355,1395,1391,"908","8","3","452","20"
"2025","Election Day",2355,331,331,"202","2","0","120","7"
"2025","Early Vote",2355,486,484,"287","3","1","188","5"
"2025","Mail",2355,578,576,"419","3","2","144","8"
"2028","Totals",3025,1852,1850,"1067","10","4","742","27"
"2028","Election Day",3025,439,438,"244","1","1","183","9"
"2028","Early Vote",3025,649,649,"301","0","2","339","7"
"2028","Mail",3025,764,763,"522","9","1","220","11"
"2029","Totals",166,94,94,"64","1","0","28","1"
"2029","Election Day",166,37,37,"24","0","0","12","1"
"2029","Early Vote",166,29,29,"17","1","0","11","0"
"2029","Mail",166,28,28,"23","0","0","5","0"
"2030","Totals",1603,983,983,"602","3","0","363","15"
"2030","Election Day",1603,228,228,"124","1","0","98","5"
"2030","Early Vote",1603,325,325,"169","0","0","155","1"
"2030","Mail",1603,430,430,"309","2","0","110","9"
"2032","Totals",1373,785,779,"466","1","2","304","6"
"2032","Election Day",1373,176,176,"101","1","0","73","1"
"2032","Early Vote",1373,301,300,"166","0","0","132","2"
"2032","Mail",1373,308,303,"199","0","2","99","3"
"2033","Totals",2629,1695,1689,"874","5","3","786","21"
"2033","Election Day",2629,417,417,"222","0","1","189","5"
"2033","Early Vote",2629,684,684,"278","3","1","395","7"
"2033","Mail",2629,594,588,"374","2","1","202","9"
"2036","Totals",3147,2015,2008,"1237","13","2","729","27"
"2036","Election Day",3147,414,413,"235","3","1","168","6"
"2036","Early Vote",3147,676,675,"358","1","1","309","6"
"2036","Mail",3147,925,920,"644","9","0","252","15"
"2037","Totals",3684,2725,2721,"1181","13","6","1489","32"
"2037","Election Day",3684,456,455,"169","6","2","273","5"
"2037","Early Vote",3684,1195,1194,"368","5","1","813","7"
"2037","Mail",3684,1074,1072,"644","2","3","403","20"
"2040","Totals",62,45,45,"22","0","1","20","2"
"2040","Election Day",62,7,7,"*","*","*","*","*"
"2040","Early Vote",62,19,19,"7","0","0","11","1"
"2040","Mail",62,19,19,"15","0","1","3","0"
"2042","Totals",29,14,14,"11","0","0","3","0"
"2042","Election Day",29,4,4,"*","*","*","*","*"
"2042","Early Vote",29,3,3,"*","*","*","*","*"
"2042","Mail",29,7,7,"*","*","*","*","*"
"2045","Totals",525,367,367,"179","0","1","183","4"
"2045","Election Day",525,70,70,"31","0","1","37","1"
"2045","Early Vote",525,146,146,"54","0","0","91","1"
"2045","Mail",525,151,151,"94","0","0","55","2"
"2046","Totals",3062,1856,1850,"1138","7","4","685","16"
"2046","Election Day",3062,444,444,"265","4","1","172","2"
"2046","Early Vote",3062,569,568,"292","1","1","272","2"
"2046","Mail",3062,843,838,"581","2","2","241","12"
"2047","Totals",1196,700,698,"417","1","1","274","5"
"2047","Election Day",1196,230,230,"133","0","0","96","1"
"2047","Early Vote",1196,223,222,"99","0","1","122","0"
"2047","Mail",1196,247,246,"185","1","0","56","4"
"2048","Totals",3652,2870,2866,"1517","7","7","1299","36"
"2048","Election Day",3652,423,423,"183","1","1","234","4"
"2048","Early Vote",3652,1196,1196,"554","2","2","630","8"
"2048","Mail",3652,1251,1247,"780","4","4","435","24"
"2049","Totals",2350,1685,1684,"859","10","4","789","22"
"2049","Election Day",2350,228,228,"102","1","0","123","2"
"2049","Early Vote",2350,810,810,"349","4","3","449","5"
"2049","Mail",2350,647,646,"408","5","1","217","15"
"2051","Totals",2962,2484,2483,"1212","8","4","1223","36"
"2051","Election Day",2962,367,367,"165","2","2","190","8"
"2051","Early Vote",2962,1038,1038,"359","4","2","666","7"
"2051","Mail",2962,1079,1078,"688","2","0","367","21"
"2052","Totals",87,72,72,"20","0","0","50","2"
"2052","Election Day",87,16,16,"0","0","0","16","0"
"2052","Early Vote",87,36,36,"7","0","0","29","0"
"2052","Mail",87,20,20,"13","0","0","5","2"
"2053","Totals",1206,1057,1055,"314","1","3","725","12"
"2053","Election Day",1206,130,130,"38","1","1","89","1"
"2053","Early Vote",1206,591,591,"102","0","1","485","3"
"2053","Mail",1206,336,334,"174","0","1","151","8"
"2054","Totals",2348,1804,1803,"744","10","5","1021","23"
"2054","Election Day",2348,397,397,"156","5","2","232","2"
"2054","Early Vote",2348,812,812,"271","1","1","533","6"
"2054","Mail",2348,595,594,"317","4","2","256","15"
"2055","Totals",3165,2523,2516,"908","11","5","1557","35"
"2055","Election Day",3165,422,421,"144","1","4","264","8"
"2055","Early Vote",3165,1245,1244,"332","5","1","896","10"
"2055","Mail",3165,856,851,"432","5","0","397","17"
"2056","Totals",167,148,148,"49","0","0","99","0"
"2056","Election Day",167,12,12,"3","0","0","9","0"
"2056","Early Vote",167,69,69,"5","0","0","64","0"
"2056","Mail",167,67,67,"41","0","0","26","0"
"2057","Totals",0,0,0,"0","0","0","0","0"
"2057","Election Day",0,0,0,"0","0","0","0","0"
"2057","Early Vote",0,0,0,"0","0","0","0","0"
"2057","Mail",0,0,0,"0","0","0","0","0"
"2059","Totals",0,0,0,"0","0","0","0","0"
"2059","Election Day",0,0,0,"0","0","0","0","0"
"2059","Early Vote",0,0,0,"0","0","0","0","0"
"2059","Mail",0,0,0,"0","0","0","0","0"
"2060","Totals",735,589,589,"280","3","0","299","7"
"2060","Election Day",735,128,128,"62","1","0","62","3"
"2060","Early Vote",735,254,254,"92","1","0","159","2"
"2060","Mail",735,207,207,"126","1","0","78","2"
"2061","Totals",0,0,0,"0","0","0","0","0"
"2061","Election Day",0,0,0,"0","0","0","0","0"
"2061","Early Vote",0,0,0,"0","0","0","0","0"
"2061","Mail",0,0,0,"0","0","0","0","0"
"2063","Totals",1185,683,679,"417","2","3","246","11"
"2063","Election Day",1185,171,171,"100","0","0","69","2"
"2063","Early Vote",1185,228,228,"119","0","1","105","3"
"2063","Mail",1185,284,280,"198","2","2","72","6"
"2064","Totals",0,0,0,"0","0","0","0","0"
"2064","Election Day",0,0,0,"0","0","0","0","0"
"2064","Early Vote",0,0,0,"0","0","0","0","0"
"2064","Mail",0,0,0,"0","0","0","0","0"
"2065","Totals",1823,1403,1402,"586","10","5","781","20"
"2065","Election Day",1823,206,206,"92","3","3","105","3"
"2065","Early Vote",1823,711,711,"240","4","2","462","3"
"2065","Mail",1823,486,485,"254","3","0","214","14"
"2066","Totals",223,183,183,"45","1","0","137","0"
"2066","Election Day",223,20,20,"7","0","0","13","0"
"2066","Early Vote",223,107,107,"15","1","0","91","0"
"2066","Mail",223,56,56,"23","0","0","33","0"
"2067","Totals",1761,1241,1240,"598","2","0","628","12"
"2067","Election Day",1761,243,243,"110","1","0","129","3"
"2067","Early Vote",1761,496,496,"172","0","0","322","2"
"2067","Mail",1761,502,501,"316","1","0","177","7"
"2068","Totals",0,0,0,"0","0","0","0","0"
"2068","Election Day",0,0,0,"0","0","0","0","0"
"2068","Early Vote",0,0,0,"0","0","0","0","0"
"2068","Mail",0,0,0,"0","0","0","0","0"
"2069","Totals",0,0,0,"0","0","0","0","0"
"2069","Election Day",0,0,0,"0","0","0","0","0"
"2069","Early Vote",0,0,0,"0","0","0","0","0"
"2069","Mail",0,0,0,"0","0","0","0","0"
"2070","Totals",0,0,0,"0","0","0","0","0"
"2070","Election Day",0,0,0,"0","0","0","0","0"
"2070","Early Vote",0,0,0,"0","0","0","0","0"
"2070","Mail",0,0,0,"0","0","0","0","0"
"2072","Totals",363,292,292,"115","0","0","177","0"
"2072","Election Day",363,35,35,"12","0","0","23","0"
"2072","Early Vote",363,154,154,"35","0","0","119","0"
"2072","Mail",363,103,103,"68","0","0","35","0"
"2073","Totals",2370,1586,1582,"820","8","5","730","19"
"2073","Election Day",2370,407,407,"206","0","2","192","7"
"2073","Early Vote",2370,599,599,"257","1","1","335","5"
"2073","Mail",2370,580,576,"357","7","2","203","7"
"2074","Totals",3164,2450,2445,"1379","7","4","1027","28"
"2074","Election Day",3164,355,355,"179","1","1","170","4"
"2074","Early Vote",3164,987,987,"521","1","2","455","8"
"2074","Mail",3164,1108,1103,"679","5","1","402","16"
"2075","Totals",0,0,0,"0","0","0","0","0"
"2075","Election Day",0,0,0,"0","0","0","0","0"
"2075","Early Vote",0,0,0,"0","0","0","0","0"
"2075","Mail",0,0,0,"0","0","0","0","0"
"2077","Totals",1300,796,795,"478","4","1","301","11"
"2077","Election Day",1300,177,177,"103","1","1","69","3"
"2077","Early Vote",1300,326,326,"167","2","0","154","3"
"2077","Mail",1300,293,292,"208","1","0","78","5"
"2078","Totals",0,0,0,"0","0","0","0","0"
"2078","Election Day",0,0,0,"0","0","0","0","0"
"2078","Early Vote",0,0,0,"0","0","0","0","0"
"2078","Mail",0,0,0,"0","0","0","0","0"
"2079","Totals",333,302,302,"72","3","1","226","0"
"2079","Election Day",333,47,47,"6","1","0","40","0"
"2079","Early Vote",333,161,161,"30","0","0","131","0"
"2079","Mail",333,94,94,"36","2","1","55","0"
"2080","Totals",540,469,468,"132","1","0","326","9"
"2080","Election Day",540,84,84,"26","0","0","55","3"
"2080","Early Vote",540,244,244,"44","0","0","198","2"
"2080","Mail",540,141,140,"62","1","0","73","4"
"2081","Totals",72,62,62,"30","0","0","31","1"
"2081","Election Day",72,6,6,"*","*","*","*","*"
"2081","Early Vote",72,22,22,"4","0","0","18","0"
"2081","Mail",72,34,34,"24","0","0","9","1"
"2082","Totals",2106,1696,1693,"699","4","3","963","24"
"2082","Election Day",2106,227,227,"61","2","1","155","8"
"2082","Early Vote",2106,799,798,"251","1","1","540","5"
"2082","Mail",2106,670,668,"387","1","1","268","11"
"2086","Totals",2752,1321,1314,"825","1","4","463","21"
"2086","Election Day",2752,331,330,"186","0","2","139","3"
"2086","Early Vote",2752,365,365,"220","0","1","139","5"
"2086","Mail",2752,625,619,"419","1","1","185","13"
"2087","Totals",3623,2263,2250,"1427","9","5","779","30"
"2087","Election Day",3623,490,490,"300","2","0","183","5"
"2087","Early Vote",3623,901,900,"504","0","1","388","7"
"2087","Mail",3623,872,860,"623","7","4","208","18"
"2088","Totals",1765,1329,1327,"850","8","1","456","12"
"2088","Election Day",1765,225,224,"119","1","0","102","2"
"2088","Early Vote",1765,553,553,"341","5","1","201","5"
"2088","Mail",1765,551,550,"390","2","0","153","5"
"2126","Totals",2640,1571,1564,"813","9","1","726","15"
"2126","Election Day",2640,498,495,"262","3","0","229","1"
"2126","Early Vote",2640,555,554,"227","4","0","312","11"
"2126","Mail",2640,518,515,"324","2","1","185","3"
"2352","Totals",3299,2662,2652,"1154","3","1","1466","28"
"2352","Election Day",3299,288,287,"111","0","0","172","4"
"2352","Early Vote",3299,1094,1091,"325","2","0","757","7"
"2352","Mail",3299,1280,1274,"718","1","1","537","17"
"2356","Totals",0,0,0,"0","0","0","0","0"
"2356","Election Day",0,0,0,"0","0","0","0","0"
"2356","Early Vote",0,0,0,"0","0","0","0","0"
"2356","Mail",0,0,0,"0","0","0","0","0"
"2360","Totals",2515,1619,1616,"1053","6","1","537","19"
"2360","Election Day",2515,390,389,"231","3","0","152","3"
"2360","Early Vote",2515,537,537,"305","0","0","226","6"
"2360","Mail",2515,692,690,"517","3","1","159","10"
"2371","Totals",1509,1021,1018,"514","4","2","483","15"
"2371","Election Day",1509,230,229,"117","0","0","108","4"
"2371","Early Vote",1509,398,398,"159","2","2","231","4"
"2371","Mail",1509,393,391,"238","2","0","144","7"
"2372","Totals",2758,1845,1840,"1003","2","5","802","28"
"2372","Election Day",2758,394,394,"203","1","2","180","8"
"2372","Early Vote",2758,731,731,"347","1","1","377","5"
"2372","Mail",2758,720,715,"453","0","2","245","15"
"2384","Totals",559,366,365,"181","3","1","171","9"
"2384","Election Day",559,88,88,"46","2","0","36","4"
"2384","Early Vote",559,130,130,"51","1","0","77","1"
"2384","Mail",559,148,147,"84","0","1","58","4"
"2387","Totals",2878,1985,1976,"1134","8","6","799","29"
"2387","Election Day",2878,349,349,"203","1","0","136","9"
"2387","Early Vote",2878,826,825,"379","2","2","433","9"
"2387","Mail",2878,810,802,"552","5","4","230","11"
"2399","Totals",2450,1895,1894,"1102","4","2","766","20"
"2399","Election Day",2450,317,317,"168","2","0","146","1"
"2399","Early Vote",2450,739,739,"388","1","0","345","5"
"2399","Mail",2450,839,838,"546","1","2","275","14"
"2417","Totals",626,217,217,"121","2","1","92","1"
"2417","Election Day",626,51,51,"26","0","0","25","0"
"2417","Early Vote",626,38,38,"22","0","0","16","0"
"2417","Mail",626,128,128,"73","2","1","51","1"
"2430","Totals",1450,696,694,"379","5","2","301","7"
"2430","Election Day",1450,249,249,"125","4","2","113","5"
"2430","Early Vote",1450,205,205,"86","1","0","117","1"
"2430","Mail",1450,242,240,"168","0","0","71","1"
"2440","Totals",1653,1450,1447,"699","0","3","740","5"
"2440","Election Day",1653,104,104,"37","0","0","67","0"
"2440","Early Vote",1653,499,499,"167","0","0","331","1"
"2440","Mail",1653,847,844,"495","0","3","342","4"
"2444","Totals",409,274,274,"133","2","1","132","6"
"2444","Election Day",409,64,64,"28","0","1","34","1"
"2444","Early Vote",409,79,79,"32","0","0","47","0"
"2444","Mail",409,131,131,"73","2","0","51","5"
"2445","Totals",544,373,373,"196","1","0","169","7"
"2445","Election Day",544,135,135,"74","1","0","57","3"
"2445","Early Vote",544,134,134,"61","0","0","72","1"
"2445","Mail",544,104,104,"61","0","0","40","3"
"2449","Totals",2448,2085,2082,"1055","3","4","994","26"
"2449","Election Day",2448,225,225,"95","2","0","123","5"
"2449","Early Vote",2448,840,840,"332","0","1","503","4"
"2449","Mail",2448,1020,1017,"628","1","3","368","17"
"2457","Totals",2970,2362,2357,"1047","9","2","1266","33"
"2457","Election Day",2970,369,369,"135","2","1","225","6"
"2457","Early Vote",2970,1041,1041,"369","2","0","657","13"
"2457","Mail",2970,952,947,"543","5","1","384","14"
"2464","Totals",2933,2312,2310,"1324","2","3","965","16"
"2464","Election Day",2933,250,250,"143","0","0","105","2"
"2464","Early Vote",2933,913,913,"456","1","1","452","3"
"2464","Mail",2933,1149,1147,"725","1","2","408","11"
"2465","Totals",3684,2549,2545,"916","11","6","1591","21"
"2465","Election Day",3684,712,712,"225","1","1","481","4"
"2465","Early Vote",3684,588,587,"85","2","0","498","2"
"2465","Mail",3684,1249,1246,"606","8","5","612","15"
"2466","Totals",1816,1519,1518,"590","4","2","911","11"
"2466","Election Day",1816,253,253,"68","1","0","184","0"
"2466","Early Vote",1816,316,316,"74","0","0","242","0"
"2466","Mail",1816,950,949,"448","3","2","485","11"
"2468","Totals",0,0,0,"0","0","0","0","0"
"2468","Election Day",0,0,0,"0","0","0","0","0"
"2468","Early Vote",0,0,0,"0","0","0","0","0"
"2468","Mail",0,0,0,"0","0","0","0","0"
"2469","Totals",650,476,476,"100","2","0","364","10"
"2469","Election Day",650,284,284,"47","2","0","230","5"
"2469","Early Vote",650,83,83,"7","0","0","75","1"
"2469","Mail",650,109,109,"46","0","0","59","4"
"2473","Totals",2493,2130,2129,"234","10","8","1846","31"
"2473","Election Day",2493,879,878,"69","4","4","789","12"
"2473","Early Vote",2493,680,680,"41","1","1","631","6"
"2473","Mail",2493,571,571,"124","5","3","426","13"
"2477","Totals",1316,1188,1185,"348","2","2","815","18"
"2477","Election Day",1316,149,148,"22","0","0","124","2"
"2477","Early Vote",1316,275,275,"57","0","1","216","1"
"2477","Mail",1316,764,762,"269","2","1","475","15"
"2478","Totals",0,0,0,"0","0","0","0","0"
"2478","Election Day",0,0,0,"0","0","0","0","0"
"2478","Early Vote",0,0,0,"0","0","0","0","0"
"2478","Mail",0,0,0,"0","0","0","0","0"
"2479","Totals",3145,2208,2206,"1214","8","2","954","28"
"2479","Election Day",3145,426,426,"194","0","1","225","6"
"2479","Early Vote",3145,846,844,"404","2","0","433","5"
"2479","Mail",3145,936,936,"616","6","1","296","17"
"2480","Totals",1115,810,808,"461","4","2","333","8"
"2480","Election Day",1115,133,133,"71","1","0","59","2"
"2480","Early Vote",1115,350,350,"170","1","1","177","1"
"2480","Mail",1115,327,325,"220","2","1","97","5"
"2486","Totals",0,0,0,"0","0","0","0","0"
"2486","Election Day",0,0,0,"0","0","0","0","0"
"2486","Early Vote",0,0,0,"0","0","0","0","0"
"2486","Mail",0,0,0,"0","0","0","0","0"
"2487","Totals",0,0,0,"0","0","0","0","0"
"2487","Election Day",0,0,0,"0","0","0","0","0"
"2487","Early Vote",0,0,0,"0","0","0","0","0"
"2487","Mail",0,0,0,"0","0","0","0","0"
"2488","Totals",0,0,0,"0","0","0","0","0"
"2488","Election Day",0,0,0,"0","0","0","0","0"
"2488","Early Vote",0,0,0,"0","0","0","0","0"
"2488","Mail",0,0,0,"0","0","0","0","0"
"2489","Totals",0,0,0,"0","0","0","0","0"
"2489","Election Day",0,0,0,"0","0","0","0","0"
"2489","Early Vote",0,0,0,"0","0","0","0","0"
"2489","Mail",0,0,0,"0","0","0","0","0"
"2501","Totals",54,46,46,"9","0","0","36","1"
"2501","Election Day",54,7,7,"*","*","*","*","*"
"2501","Early Vote",54,26,26,"3","0","0","23","0"
"2501","Mail",54,13,13,"5","0","0","7","1"
"2503","Totals",17,12,12,"5","0","0","7","0"
"2503","Election Day",17,3,3,"*","*","*","*","*"
"2503","Early Vote",17,3,3,"*","*","*","*","*"
"2503","Mail",17,6,6,"*","*","*","*","*"
"2511","Totals",864,513,512,"294","1","3","207","7"
"2511","Election Day",864,183,183,"98","0","1","80","4"
"2511","Early Vote",864,167,167,"88","0","0","78","1"
"2511","Mail",864,163,162,"108","1","2","49","2"
"2600","Totals",3226,2508,2506,"1178","5","1","1289","33"
"2600","Election Day",3226,475,474,"207","1","1","262","3"
"2600","Early Vote",3226,1112,1112,"410","2","0","687","13"
"2600","Mail",3226,921,920,"561","2","0","340","17"
"2601","Totals",34,29,29,"8","0","0","20","1"
"2601","Election Day",34,1,1,"*","*","*","*","*"
"2601","Early Vote",34,21,21,"1","0","0","19","1"
"2601","Mail",34,7,7,"*","*","*","*","*"
"2602","Totals",129,113,113,"44","1","1","65","2"
